rung,Cre,Cim,Cabs
1,0.9222434603917784,0.0,0.9222434603917784
2,-0.5879005592145231,0.0,0.5879005592145231
3,0.3687876068041375,0.0,0.3687876068041375
4,-0.15810420583688392,0.0,0.15810420583688392
5,0.08770950608383536,0.0,0.08770950608383536
6,-0.07761887213899248,0.0,0.07761887213899248
7,0.052748233729773865,0.0,0.052748233729773865
8,-0.03494779400547782,0.0,0.03494779400547782
9,0.020660588537513187,0.0,0.020660588537513187
10,-0.020472475778578993,0.0,0.020472475778578993
11,0.010944054753171378,0.0,0.010944054753171378
12,-0.009396441059336784,0.0,0.009396441059336784
13,0.006868269088231847,0.0,0.006868269088231847
14,-0.00994573726057849,0.0,0.00994573726057849
15,0.005203516706690171,0.0,0.005203516706690171
16,-0.003893374988263055,0.0,0.003893374988263055
17,0.0017144578350636202,0.0,0.0017144578350636202
18,-0.00409631450689727,0.0,0.00409631450689727
19,0.0012226317250985269,0.0,0.0012226317250985269
20,-0.0009209191367351307,0.0,0.0009209191367351307
21,0.0007415009794005245,0.0,0.0007415009794005245
22,-0.003501072712954286,0.0,0.003501072712954286
23,0.0017819690023227776,0.0,0.0017819690023227776
24,-0.0011806962432118718,0.0,0.0011806962432118718
25,0.0008445371580680634,0.0,0.0008445371580680634
26,-0.002066295461795303,0.0,0.002066295461795303
27,0.00035164397365283285,0.0,0.00035164397365283285
28,0.0004348744441366294,0.0,0.0004348744441366294
29,-0.00018481768447021273,0.0,0.00018481768447021273
30,-0.0010428638203743388,0.0,0.0010428638203743388
31,-8.09675256272715e-6,0.0,8.09675256272715e-6
32,0.00031661840662353124,0.0,0.00031661840662353124
33,4.1474230963629755e-5,0.0,4.1474230963629755e-5
34,-0.0017932393836509086,0.0,0.0017932393836509086
35,0.0008197440334210407,0.0,0.0008197440334210407
36,-0.00021419513335445105,0.0,0.00021419513335445105
37,-5.291642334424317e-5,0.0,5.291642334424317e-5
38,-0.001800046690775435,0.0,0.001800046690775435
39,0.001056859898451451,0.0,0.001056859898451451
40,-0.0001256130020826373,0.0,0.0001256130020826373
41,-0.0006104297395109668,0.0,0.0006104297395109668
42,0.0001717964585738844,0.0,0.0001717964585738844
43,-0.0001365199271931968,0.0,0.0001365199271931968
44,-0.0008049865931301075,0.0,0.0008049865931301075
45,0.00011523606088998464,0.0,0.00011523606088998464
46,-0.00020800013698186152,0.0,0.00020800013698186152
47,-0.00025800042308272595,0.0,0.00025800042308272595
48,0.0005866462027370232,0.0,0.0005866462027370232
49,-0.0007105000454722314,0.0,0.0007105000454722314
50,0.00108629610392651,0.0,0.00108629610392651
51,-0.0005759576180436738,0.0,0.0005759576180436738
52,0.0004810040473121313,0.0,0.0004810040473121313
53,-0.000500243146844608,0.0,0.000500243146844608
54,0.001219768632524725,0.0,0.001219768632524725
55,-0.0008860700740011348,0.0,0.0008860700740011348
56,-9.13338841895003e-5,0.0,9.13338841895003e-5
57,-0.00024181834280464232,0.0,0.00024181834280464232
58,0.00324926211930647,0.0,0.00324926211930647
59,-0.0025367612998976287,0.0,0.0025367612998976287
