chi,energy,Jc_re,Jc_im,Jc_abs,Jr
0.0,-54.31755641814217,0.0,-1.215600993977076e-18,1.215600993977076e-18,2.042038869650975e-16
0.15707963267948966,-54.01074543248837,-0.051512689337767884,4.2923027415264666e-17,0.051512689337767884,0.023447005566095615
0.3141592653589793,-53.087918706583544,-0.10056439623518341,1.2338901365194797e-17,0.10056439623518341,0.04613467314183665
0.47123889803846897,-51.642763189836664,-0.1447591137559227,1.0554936330276004e-17,0.1447591137559227,0.06766455771906456
0.6283185307179586,-49.60468239624964,-0.1812777210541569,6.607512701466311e-17,0.1812777210541569,0.09311268242280833
0.7853981633974483,-46.450036865110974,-0.20101314532652823,7.776307933111337e-17,0.20101314532652823,0.13348645100856804
0.9424777960769379,-40.66760124080177,-0.17184129877692694,-1.0643659141362775e-17,0.17184129877692694,0.15187297976005953
1.0995574287564276,-33.62924605763605,-0.10825902394562346,5.7475548647811825e-18,0.10825902394562346,0.09734534493188121
1.2566370614359172,-29.899271811484194,-0.08581780366713741,-3.037527401438821e-19,0.08581780366713741,0.08026854364317966
1.413716694115407,-27.038364928016165,-0.07192401442253002,9.01050481513086e-18,0.07192401442253002,0.055854000841403566
1.5707963267948966,-25.665169219696203,-0.059234344377328205,1.104992850418154e-17,0.059234344377328205,0.07990386013271622
1.7278759594743862,-25.00156893165145,-0.048626571770889755,-1.01141995943528e-17,0.048626571770889755,0.12382175561837296
1.8849555921538759,-24.29032973709093,-0.036019631051442395,-1.420503518600122e-17,0.036019631051442395,0.07595427899285334
2.0420352248333655,-23.89494228342413,-0.027187783349901823,5.362340092946549e-18,0.027187783349901823,0.09406706611849829
2.199114857512855,-23.495962342698597,-0.021766768323695798,2.3674958626580097e-17,0.021766768323695798,0.0872896103216868
2.356194490192345,-23.20952781087477,-0.019838882612069043,-1.0772559570663066e-18,0.019838882612069043,0.08660110168582151
2.5132741228718345,-22.9519501771487,-0.017661696115660108,1.2890200091970222e-17,0.017661696115660108,0.08735301927238462
2.670353755551324,-22.671241837969152,-0.01474729924506114,1.4967460150946243e-17,0.01474729924506114,0.08993227206807952
2.827433388230814,-22.456018473171266,-0.013001078771216515,-6.319748974099362e-18,0.013001078771216515,0.1041659089784197
2.9845130209103035,-22.15300914912009,-0.008701808002527992,2.248536858059995e-17,0.008701808002527992,0.09115079956120736
3.141592653589793,-22.007403698167565,-1.0381091371677597e-17,-1.3601412635471436e-17,1.7110391104456996e-17,1.4567440704029235e-16
