chi,energy,Jc_re,Jc_im,Jc_abs,Jr
0.0,-101.42124272958354,0.0,-1.005514247334643e-18,1.005514247334643e-18,2.9191643759911605e-16
0.15707963267948966,-91.50533257687435,-0.04675857759851689,1.7839719814388605e-17,0.04675857759851689,0.03650228426840416
0.3141592653589793,-79.45595324394229,-0.05930916104373847,1.230272286414977e-17,0.05930916104373847,0.05716036280921907
0.47123889803846897,-64.11152725895565,-0.022673342393492144,1.0103559738000925e-18,0.022673342393492144,0.07022255871657039
0.6283185307179586,-53.445119663217085,-0.009315000322222676,-5.2201007488473206e-18,0.009315000322222676,0.06091420940603656
0.7853981633974483,-48.22161122961134,-0.0032863195792203095,8.456260111724203e-19,0.0032863195792203095,0.0479295491956376
0.9424777960769379,-46.54401351710148,0.0009057611154412674,-1.1172795269003163e-18,0.0009057611154412674,0.10110235716674071
1.0995574287564276,-42.527270623456445,-0.0007544796621630644,-7.424028435324471e-19,0.0007544796621630644,0.04276947176364579
1.2566370614359172,-41.544367734967764,0.00040016763398145836,-2.1206259441496137e-18,0.00040016763398145836,0.051406985820039816
1.413716694115407,-41.16798083153101,-0.0007720669524269808,-2.7454204164293958e-18,0.0007720669524269808,0.062232500538605365
1.5707963267948966,-40.48746760869594,0.0001525233138356627,-2.682940969201418e-19,0.0001525233138356627,0.03356504658027888
1.7278759594743862,-40.62578350238352,-0.003021442496440799,-5.841828315815964e-18,0.003021442496440799,0.050805481914032266
1.8849555921538759,-40.347325384354306,-0.002756254439680611,2.0213938809051778e-18,0.002756254439680611,0.03795793835990128
2.0420352248333655,-40.114551925057945,-0.0009208395637761544,-4.20449927228277e-18,0.0009208395637761544,0.025753796292064132
2.199114857512855,-40.12605849642502,-0.001007694277922514,-3.737741048873756e-18,0.001007694277922514,0.032881614269628
2.356194490192345,-39.741025662535634,-0.0008680299990330612,-5.722382313762476e-18,0.0008680299990330612,0.0249005537721741
2.5132741228718345,-39.65170688412767,-0.0010124386648926926,1.2264794810462863e-18,0.0010124386648926926,0.02628976769410393
2.670353755551324,-39.3442384753924,-0.0013309622171640493,-2.528579981932295e-18,0.0013309622171640493,0.01922145803481583
2.827433388230814,-39.25666371615427,-0.0005306751695759437,7.791554595489048e-18,0.0005306751695759437,0.01631360662551527
2.9845130209103035,-39.141323475756494,-2.030746790219868e-5,-6.020078503495784e-18,2.030746790219868e-5,0.014731968821627644
3.141592653589793,-39.491102645398286,-6.180952758720616e-19,6.196491060374781e-18,6.227242024472788e-18,9.175985742180215e-17
