chi,energy,Jc_re,Jc_im,Jc_abs,Jr
0.0,-54.32213154700522,0.0,-7.546450191349873e-18,7.546450191349873e-18,2.552670413675051e-16
0.15707963267948966,-54.02485362998678,-0.051528048654773353,-8.800139275376063e-18,0.051528048654773353,0.02172306805483425
0.3141592653589793,-53.13393121564624,-0.10070474779782947,-1.639110981051395e-17,0.10070474779782947,0.04309136900398011
0.47123889803846897,-51.690671248332556,-0.1449275949066125,-1.0309451219670536e-16,0.1449275949066125,0.06617650506631453
0.6283185307179586,-49.703059926526876,-0.18170818131081778,-3.379684095769973e-17,0.18170818131081778,0.09022070717209851
0.7853981633974483,-46.6795105389459,-0.2025035365901307,-2.084544286148587e-16,0.2025035365901307,0.13308402195872196
0.9424777960769379,-41.76238174363394,-0.1859217296128983,9.724719549353128e-17,0.1859217296128983,0.16669922871527426
1.0995574287564276,-34.800129630261665,-0.11673220810036966,1.7499189549702226e-17,0.11673220810036966,0.11524395042216244
1.2566370614359172,-30.387240938325515,-0.0818287294450519,-2.636631014598487e-18,0.0818287294450519,0.09693887912251183
1.413716694115407,-27.705925998165068,-0.07076818655061436,-5.822995539475223e-17,0.07076818655061436,0.07418974474442942
1.5707963267948966,-26.062795047537826,-0.05797053041170384,-1.6591770820417268e-17,0.05797053041170384,0.11580506423703471
1.7278759594743862,-25.251840145743856,-0.048145898071439784,8.951349260477289e-19,0.048145898071439784,0.15296782996863573
1.8849555921538759,-24.532455480428556,-0.03374796855906443,3.271679727886475e-17,0.03374796855906443,0.11877214137034602
2.0420352248333655,-24.181570523532756,-0.029714498703983315,-6.203786137821151e-20,0.029714498703983315,0.13178532941590654
2.199114857512855,-23.564914492986656,-0.021090489103613674,4.116945224064199e-18,0.021090489103613674,0.09960992398670679
2.356194490192345,-23.38870910511922,-0.02178495011699361,2.18693465109383e-17,0.02178495011699361,0.10913998407983844
2.5132741228718345,-22.959543488301495,-0.017163093579784364,-6.820696297724423e-18,0.017163093579784364,0.08143829413990644
2.670353755551324,-22.743923142336634,-0.01595413452213109,1.038215585457762e-17,0.01595413452213109,0.08544227205333153
2.827433388230814,-22.514574798700394,-0.012568094539010484,5.244338774851507e-19,0.012568094539010484,0.10998710108732997
2.9845130209103035,-22.271751883885845,-0.010472689035858278,-5.375457284484022e-18,0.010472689035858278,0.11770836140745082
3.141592653589793,-22.038137468779496,-1.21247255906278e-17,2.560084062994463e-19,1.212742804357629e-17,1.4156338996367348e-16
