rung,Cre,Cim,Cabs
1,1.2202071414687934,0.0,1.2202071414687934
2,0.5785550888888302,0.0,0.5785550888888302
3,0.056767482357494334,0.0,0.056767482357494334
4,0.030394729839597588,0.0,0.030394729839597588
5,0.0071073323616342235,0.0,0.0071073323616342235
6,0.01726258752001214,0.0,0.01726258752001214
7,0.0109943554396374,0.0,0.0109943554396374
8,0.015526098312236244,0.0,0.015526098312236244
9,0.010230338238352439,0.0,0.010230338238352439
10,0.008697398988170742,0.0,0.008697398988170742
11,0.005316261070588795,0.0,0.005316261070588795
12,0.0038730158098957404,0.0,0.0038730158098957404
13,0.002778078571009887,0.0,0.002778078571009887
14,0.0035314447768605498,0.0,0.0035314447768605498
15,0.0039684008529857,0.0,0.0039684008529857
16,0.0054621053398514795,0.0,0.0054621053398514795
17,0.005737040131256398,0.0,0.005737040131256398
18,0.006005636222464982,0.0,0.006005636222464982
19,0.005770862426932431,0.0,0.005770862426932431
20,0.005355345430746314,0.0,0.005355345430746314
21,0.004959104916035746,0.0,0.004959104916035746
22,0.004660671159844637,0.0,0.004660671159844637
23,0.004607832615772444,0.0,0.004607832615772444
24,0.004941868344035294,0.0,0.004941868344035294
25,0.005117772947921837,0.0,0.005117772947921837
26,0.005514952296182053,0.0,0.005514952296182053
27,0.005640577213220981,0.0,0.005640577213220981
28,0.005795446152935745,0.0,0.005795446152935745
29,0.005678715981979429,0.0,0.005678715981979429
30,0.005331979265196219,0.0,0.005331979265196219
31,0.005219166030853174,0.0,0.005219166030853174
32,0.005252410617189172,0.0,0.005252410617189172
33,0.0052551621113906604,0.0,0.0052551621113906604
34,0.005404911739375619,0.0,0.005404911739375619
35,0.005548772941926526,0.0,0.005548772941926526
36,0.005831298937283006,0.0,0.005831298937283006
37,0.005883083485132295,0.0,0.005883083485132295
38,0.005827088547786143,0.0,0.005827088547786143
39,0.00581062137386378,0.0,0.00581062137386378
40,0.0056800315952708425,0.0,0.0056800315952708425
41,0.005585656037653878,0.0,0.005585656037653878
42,0.005396202941573303,0.0,0.005396202941573303
43,0.0053902004611178994,0.0,0.0053902004611178994
44,0.005441699782998571,0.0,0.005441699782998571
45,0.005503644747738961,0.0,0.005503644747738961
46,0.005628894175735081,0.0,0.005628894175735081
47,0.005747540814301494,0.0,0.005747540814301494
48,0.005832441663577013,0.0,0.005832441663577013
49,0.005867404051006174,0.0,0.005867404051006174
50,0.0056580011361544,0.0,0.0056580011361544
51,0.005676425175772219,0.0,0.005676425175772219
52,0.005539136391397605,0.0,0.005539136391397605
53,0.0055223724086430614,0.0,0.0055223724086430614
54,0.005304764332169682,0.0,0.005304764332169682
55,0.005358098786929924,0.0,0.005358098786929924
56,0.005414896127447958,0.0,0.005414896127447958
57,0.0054941122826939375,0.0,0.0054941122826939375
58,0.00553336179130132,0.0,0.00553336179130132
59,0.005630005634287956,0.0,0.005630005634287956
60,0.005598845293103988,0.0,0.005598845293103988
61,0.005636769835285597,0.0,0.005636769835285597
62,0.005480046291508959,0.0,0.005480046291508959
63,0.00551150511570486,0.0,0.00551150511570486
64,0.0052716942484171215,0.0,0.0052716942484171215
65,0.005293861827579654,0.0,0.005293861827579654
66,0.005176090923771595,0.0,0.005176090923771595
67,0.005245948471757535,0.0,0.005245948471757535
68,0.005176615899438432,0.0,0.005176615899438432
69,0.00524776771667608,0.0,0.00524776771667608
70,0.005263397427749425,0.0,0.005263397427749425
71,0.005319071876119323,0.0,0.005319071876119323
72,0.005221975406717176,0.0,0.005221975406717176
73,0.005232874035105284,0.0,0.005232874035105284
74,0.005132521293477936,0.0,0.005132521293477936
75,0.005149140434818866,0.0,0.005149140434818866
76,0.005046961328324389,0.0,0.005046961328324389
77,0.005083557316359101,0.0,0.005083557316359101
78,0.005032243163455474,0.0,0.005032243163455474
79,0.005102119107832635,0.0,0.005102119107832635
80,0.005000456965557109,0.0,0.005000456965557109
81,0.0050604448041333865,0.0,0.0050604448041333865
82,0.004878148924800865,0.0,0.004878148924800865
83,0.00489470331188585,0.0,0.00489470331188585
84,0.004674563281799594,0.0,0.004674563281799594
85,0.0046624205810705055,0.0,0.0046624205810705055
86,0.00447061284384296,0.0,0.00447061284384296
87,0.004511099137591159,0.0,0.004511099137591159
88,0.004440235317353376,0.0,0.004440235317353376
89,0.004542355249498973,0.0,0.004542355249498973
90,0.004461656046366543,0.0,0.004461656046366543
91,0.00455260581384564,0.0,0.00455260581384564
92,0.004288055011565634,0.0,0.004288055011565634
93,0.004271526417440167,0.0,0.004271526417440167
94,0.003936710708595017,0.0,0.003936710708595017
95,0.0038887662978666264,0.0,0.0038887662978666264
96,0.003579927323541584,0.0,0.003579927323541584
97,0.003621857494864062,0.0,0.003621857494864062
