chi,energy,Jc_re,Jc_im,Jc_abs,Jr
0.0,-9.158979415893555,0.0,8.278422947149977e-10,8.278422947149977e-10,8.0969932980679e-9
0.16534698176788384,-20.01790428161621,-0.06927052140235901,5.859571050592649e-9,0.06927052140235901,0.014431426212755278
0.3306939635357677,-23.660451889038086,-0.15313468873500824,5.277494441457975e-9,0.15313468873500824,0.026783030553671875
0.49604094530365156,-23.782020568847656,-0.22684471309185028,1.4866802899859977e-8,0.22684471309185028,0.03296536591982371
0.6613879270715354,-23.098051071166992,-0.29045554995536804,1.0925254478877378e-8,0.29045554995536804,0.03834360521164184
0.8267349088394192,-22.184606552124023,-0.34489089250564575,-9.370625164706325e-9,0.34489089250564575,0.04301274015176061
0.9920818906073031,-21.108192443847656,-0.38852375745773315,-8.278422947149977e-10,0.38852375745773315,0.04685919792513902
1.1574288723751869,-19.91521453857422,-0.41949665546417236,1.5961834520794582e-8,0.41949665546417236,0.04948726737577664
1.3227758541430708,-18.651134490966797,-0.4359312951564789,-5.5620654748622655e-9,0.4359312951564789,0.05068998871444676
1.4881228359109546,-17.363245010375977,-0.43622612953186035,1.4435499906539917e-8,0.43622612953186035,0.05064505253157174
1.6534698176788385,-16.103849411010742,-0.4191085696220398,1.2417634032146907e-8,0.4191085696220398,0.04939735969406014
1.8188167994467224,-14.92876148223877,-0.3840668201446533,-9.106265075331521e-9,0.3840668201446533,0.04708258378530828
1.9841637812146062,-13.891111373901367,-0.33325132727622986,-9.261485800493574e-9,0.33325132727622986,0.045072249645416285
2.14951076298249,-13.028697967529297,-0.2731269598007202,3.828770633873546e-9,0.2731269598007202,0.04681658247308836
2.3148577447503738,-12.353313446044922,-0.2125067412853241,-6.622738357719982e-9,0.2125067412853241,0.04997801079451548
2.4802047265182576,-11.864683151245117,-0.15487612783908844,-1.759164813819325e-9,0.15487612783908844,0.06471308333014972
2.6455517082861415,-11.566353797912598,-0.10182574391365051,5.174014550135553e-10,0.10182574391365051,0.08911151414443004
2.8108986900540254,-11.449043273925781,-0.05840371176600456,4.5013925920045494e-9,0.05840371176600456,0.0982295128173734
2.9762456718219092,-11.475130081176758,-0.027009572833776474,5.587935447692871e-9,0.027009572833776474,0.07929665864886422
3.141592653589793,-11.570836067199707,-0.006870610639452934,7.191879980439353e-9,0.006870610639452934,0.05737692245135182
